Name,MVA,HV (kV),LV (kV),Step -2,Step -1,Step 0,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34
EWHC3-_EWHC0G_1,13.0,33,0.6899999976158142,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01044469003287055,0.010403116452741295,0.013774481427352589,0.016260959721321935,0.016260959721321935,0.01607433184725371,0.02108356093520927,0.02108356093520927,0.013121624831644219,0.008580757655296364,0.014203500262749164,0.04175327779087175,0.03297476465530001,0.0648449850531768,0.06443164193645504,0.04801501681842621,0.052557649320469385,0.06311552369194412,0.08959519930367273,0.09274136245412104,0.09366545183322741,0.09184227064563186,0.0893887476766938,0.08943950150446009,0.0894389825341387,0.08687925539824108,0.08704823969191187,0.08704823969191187,0.08781177244998287
CRAG5A_CRAG0A_1,8.84000015258789,11,0.6899999976158142,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46433106912761e-10,5.815027225506219e-10,5.782477396118899e-10,5.787426640603517e-10,5.82820424339694e-10,5.839269124955825e-10,5.820186168172912e-10,5.815210201103332e-10,5.825277341461026e-10,5.840661535664109e-10,5.840316455512816e-10,5.840330809959837e-10,5.837136186285185e-10,5.813167488200519e-10,5.813167488200519e-10,5.806284587105486e-10
LAHOT2_LAHO20_T2,12.0,33,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9315286905778208e-10,1.9325756516764412e-10,1.973501839716876e-10,1.9253209052306178e-10,1.9729980123240054e-10,1.9710220592133302e-10,1.9259383190423535e-10,1.9318715340243028e-10,1.9317353781484976e-10,1.9317391895181938e-10,0.04917168584123735,0.042821751696769515,0.042821751696769515,0.042935005202700154
CRAG5-_CRAG0B_1,2.6600000858306885,11,0.6899999976158142,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.353395136753077e-10,5.710786587729434e-10,5.67766729057307e-10,5.682689963247732e-10,5.724222450397868e-10,5.735456594123117e-10,5.716041524936488e-10,5.710969610865023e-10,5.721231258301882e-10,5.736901482743686e-10,5.73654776360026e-10,5.736540856320611e-10,5.733300560110343e-10,5.708898103717171e-10,5.708898103717171e-10,5.701893637075992e-10
GRNAT2_GRNA20_T2,12.0,33,11.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261502944825065,0.19159336203504337,0.19148244245627344,0.1268223901261212,0.1267648814241543,0.12726662461007787,0.1273986550478388,0.12713249498476611,0.12672810430781084,0.12673720270851702,0.12673710986649891,0.12674204027807004,0.08487985686651664,0.08487985686651664,0.08500076609858494
MOFTT2_MOFT20_T2,7.5,33,11.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08351991963355507,0.03962339525518787,0.040009099408316394,0.04471758888938999,0.04471952847411555,0.044702609936113635,0.044702609936113635,0.044799708830301155
LOBIT2_LOBI20_T2,24.0,33,11.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2801015925460104,0.2040204437300112,0.13475536805245553,0.13289810535726687,0.1429032980511738,0.14110806709161774,0.14111306875093396,0.14106944132799315,0.14106944132799315,0.1412318207306595
GRNAT1_GRNA10_T1,12.0,33,11.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012876782731979726,0.000128836915694919,0.00012818224971954407,0.0001282384666661742,0.0001280353723354243,0.00012790780176336267,0.00012816525645314024,0.0001285586023276652,0.00012854972356338682,0.00012854981415738817,0.0001307834578475924,0.041797184495159685,0.041797184495159685,0.041838179309036196
MIBIT1_MIBI10_T1,10.0,33,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823848223890065,0.0899754766226798,0.09279500702726697,0.09217822223293347,0.09119497887240827,0.09112902512107333,0.09162013890574222,0.09147310626113521,0.09172716831901134,0.09179392641493649,0.09165930773666359,0.09145446108832428,0.09145907406414662,0.09145902699333748,0.0911935820878585,0.09121388187738806,0.09121388187738806,0.09129960921838423
LAHOT1_LAHO10_T1,12.0,33,11.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725405791244385,0.1894771576637064,0.11891441770733456,0.11881319643837437,0.1195151298108621,0.11928931717416073,0.11967964532822284,0.11978232039318773,0.11957532208059542,0.1192606978753689,0.11926777820189056,0.11926770595315436,0.06771779663304994,0.07466548803212954,0.07466548803212954,0.07475134521619624
