network,Name,Stage -1,Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15
chapelcross33kv,CHAPX4_MOFTT1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2230823370237256,0.08397054932568426,0.34243146666720686
chapelcross33kv,CHAP3-_CHAPX3_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04309770240248523,0.16756182936590713,0.17504690189551575,0.17371258527297723,0.9800847644663648
chapelcross33kv,GRNA3A_GRNAT1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.056509586725324e-11,1.7533263035884872e-11,3.210609122311636e-11,1.8757369876082342e-10,-0.359135951268881
chapelcross33kv,LOBI3A_LOBIT1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1247824846362513,0.5344876166580901,0.5265899064707862,-0.8970417620050006
chapelcross33kv,LAHO3A_LAHOT1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1345589490457932,1.61250363526854,0.7821295872139742,0.7857671674228304,0.7833316774619914,0.7855550563586577,1.071888128787626
chapelcross33kv,LAHO3B_LAHOT2_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1599599568871932e-14,2.095033139342962e-14,8.074531176041627e-16,6.720218969754303e-15,-0.5059791265207436
chapelcross33kv,MIBI3-_MIBIT1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13642430758254376,-0.08815955456329183,-0.20094537514230892,-0.20454852737066997,-0.20299303233696264,-0.2033999887228306,-0.20244313250820278,-0.2058896754289692
chapelcross33kv,GRNA3B_GRNAT2_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2978644439812377,0.49515950089579563,0.02788318485289709,0.024716328643608954,0.02779025090141607,0.10821217053917276
chapelcross33kv,MIBI3-_LAHO3A_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.754105346712518,2.3546940729268764,1.0660231052164784,1.0715669190676753,1.0605126646654999,1.0638712200012383,1.1787329065267527
chapelcross33kv,LAHO3B_NEWCT1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14065201219104906,0.01999436217448336,0.018161446070716125,0.018551984471617156,0.019505294423181718
chapelcross33kv,CHAP3-_MIBI3-_1,0,0,0.0,0.0,0.0,-0.3302558167119571,-0.33917186628388885,-0.3474097053913241,-0.2644038314505092,0.21168421305172025,5.918752845258939,2.5925501401448985,0.9652563582754929,-3.0129854285701767,-2.5674073510920317,-2.8418322959409514,-1.7897300672230108
chapelcross33kv,ANANT1_CHAP3-_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8534546340619955,0.28163784945235637,-0.04831778394603825,-0.046357925985848425,-0.055566919043720464,-0.04832645202803265,-0.051344942317299136,-0.0490862657008293,-0.053834002551054194
chapelcross33kv,CARU3A_CHAPX1_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0634599893894453e-14,-2.049249173112806e-14,-6.238179730005281e-15,-5.471484597052076e-15
chapelcross33kv,ANANT2_CHAP3-_1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8707643822561089,0.2904016416818247,-0.0454035364707388,-0.04341714099132199,-0.05275129795712452,-0.04542476233997439,-0.048471785472158135,-0.04618243824824031,-0.051335141791981176
chapelcross33kv,EWHC3-_MIBI3-_1,0,0,0.0,0.0,0.0,-0.3310658550387049,-0.33998848537552007,-0.3482326211294643,-0.26517343582762387,-0.22625217815295584,-0.20158981933192327,-0.2318537750827632,-0.2696226889212684,-4.042529091864212,-3.5743167445455795,-3.8574813535961843,-2.8254156419695646
